title,type,titlereleased,rating,quality,actors,director,category,imdb,runtime,netflixid,date_released,description,4k,language
She Made Me a Criminal,TV,2006,TV-14,SuperHD,"Ahmed Helmy, Ghada Adel, Hassan Hosny, Riham Abdel Ghafour",Amr Arafa,,6.4,104,81254477,2020-04-15,"In order to get her trust fund money from her wealthy but miserly father, a woman enlists a naive young man to help fake her own kidnapping.",0,arabic
She's Dating the Gangster,TV,2014,TV-14,SuperHD,"Kathryn Bernardo, Daniel Padilla, Richard Gomez, Dawn Zulueta",Cathy Garcia-Molina,,7.2,113,80011541,2019-02-27,"To make another woman jealous, a campus heartthrob asks a fellow student to be his pretend girlfriend, but fate has other plans for the fake couple.",0,other
She's Gotta Have It,TV,2017,TV-MA,UltraHD,"DeWanda Wise, Cleo Anthony, Lyriq Bent, Anthony Ramos",,,6.7,,80117554,2017-11-23,Nola Darling struggles to stay true to herself and her dreams while juggling three lovers in this Spike Lee series based on his breakout film.,1,english
She-Ra and the Princesses of Power,TV,2018,TV-Y7,SuperHD,"Aimee Carrero, AJ Michalka, Marcus Scribner, Karen Fukuhara",,,7.3,,80179762,2018-11-13,"Soldier Adora finds a magic sword -- and her identity as legendary hero She-Ra. She joins the Rebellion, but her best friend stays with the evil Horde.",0,english
Shéhérazade,TV,2019,TV-MA,SuperHD,"Dylan Robert, Kenza Fortas, Idir Azougli, Lisa Amedjout",Jean-Bernard Marlin,,7.1,111,81012340,2019-05-10,"Fresh out of juvenile detention in Marseille, 17-year-old Zach falls for a young prostitute and soon faces a dire dilemma while working as a pimp.",0,french
Shelby American,TV,2019,TV-MA,SuperHD,Carroll Shelby,"Nate Adams, Adam Carolla",,7.3,118,81218074,2019-11-22,"Featuring interviews and vintage footage, this documentary traces American icon Carroll Shelby's life of reinvention from farmer to racer to entrepreneur.",0,english
Sherlock,TV,2010,TV-14,SuperHD,"Benedict Cumberbatch, Martin Freeman, Una Stubbs, Rupert Graves",,,9.1,,70202589,2012-05-09,"In this updated take on Sir Arthur Conan Doyle's beloved mystery tales, the eccentric sleuth prowls the streets of modern London in search of clues.",0,english
Shikari,TV,1991,TV-14,SuperHD,"Mithun Chakraborty, Naseeruddin Shah, Irina Kushnareva, Varsha Usgaonkar","Latif Faiziyev, Umesh Mehra",,5.7,162,80156938,2017-12-08,"When Shankar, who performs on the road with partner Chanchal and elephant Appu, falls for a Russian circus performer, jealousies and conflicts arise.",0,hindi
Shimla Mirchi,TV,2020,TV-14,SuperHD,"Rajkummar Rao, Tarun Wadhwa, Rakul Preet Singh, Kiran Juneja",Ramesh Sippy,,4.7,120,81078032,2020-01-27,"A young man who gets tongue-tied around women writes a love letter to his crush, but it ends up in the hands of her mother, who thinks it's for her.",0,hindi
Shimmer Lake,TV,2017,TV-MA,SuperHD,"Benjamin Walker, Rainn Wilson, Rob Corddry, Adam Pally",Oren Uziel,,6.2,86,80103734,2017-06-09,"Unfolding in reverse time, this darkly comic crime thriller follows a local sheriff hunting three bank robbery suspects, one of whom is his brother.",0,english
Shine On with Reese,TV,2018,TV-MA,SuperHD,Reese Witherspoon,,,7.6,,81169914,2019-10-28,"In a talk show straight from the heart, actor and producer Reese Witherspoon visits with groundbreaking women to discuss their inspiring journeys.",0,english
Shirkers,TV,2018,TV-14,SuperHD,,Sandi Tan,,7.4,97,80241061,2018-10-26,"In 1992, Sandi Tan and her friends shot a quirky film on the streets of Singapore. Then the footage disappeared, sending her on a hunt for answers.",0,english
Shonar Pahar,TV,2018,TV-PG,SuperHD,"Tanuja, Jishu Sengupta, Parambrata Chatterjee, Arunima Ghosh",Parambrata Chatterjee,,8.1,130,81071868,2019-02-22,An older woman's unique friendship with a young boy inspires her to examine the strained relationship she shares with her married son.,0,other
Shooter,TV,2016,TV-14,SuperHD,"Ryan Phillippe, Omar Epps, Cynthia Addai-Robinson, David Marciano",,,7.5,,80109194,2017-06-18,"A highly decorated ex-Marine sniper returns to action to foil an assassination plot targeting the president, but soon finds himself framed for murder.",0,english
Shopkins,TV,2014,TV-Y,SuperHD,Kate Murphy,,,3.3,,80163060,2020-02-01,"Tiny grocery store items come to life as the Shopkins, who have fun adventures with each other at Small Mart and the magical town called Shopville.",0,english
Shortcut Safari,TV,2016,TV-PG,SuperHD,"Jimmy Shergill, Aashi Rawal, Stuti Dwivedi, Deah Tandon",Amitabha Singh,,6.1,100,81086640,2019-04-15,Unexpected wildlife adventures and valuable life lessons await seven city kids when they suddenly become lost in the forest during a school field trip.,0,hindi
Shot in the Dark,TV,2017,TV-MA,UltraHD,,,,8.0,,80171561,2017-11-17,"Three rival freelance stringers scour the streets at night to film crime scenes, fires, accidents -- and anything else they can sell to news outlets.",1,english
Show Me the Money,TV,2003,TV-14,SD,"Afdlin Shauki, Patrick Teoh, Mano Maniam, Rashid Salleh",,,,,80136796,2018-08-24,Four ordinary family members find their lives turned upside down when they become overnight millionaires thanks to an unlikely benefactor.,0,english
Shrek the Musical,TV,2013,TV-G,SuperHD,"Brian d'Arcy James, Daniel Breaker, Sutton Foster, Christopher Sieber",Jason Moore,,7.1,130,70253398,2013-12-29,"The greatest fairy tale never told comes to life in this colorful, song-filled, Tony Award-winning Broadway production based on the hit movie.",0,english
Shtisel,TV,2013,TV-14,SuperHD,"Doval'e Glickman, Michael Aloni, Ayelet Zurer, Neta Riskin",,,8.7,,81004164,2018-12-15,"A Haredi family living in an ultra-Orthodox neighborhood of Jerusalem reckons with love, loss and the doldrums of daily life.",0,other
Shubh Aarambh,TV,2017,TV-PG,SuperHD,"Harsh Chhaya, Prachi Shah, Bharat Chawda, Deeksha Joshi",Amit Barot,,7.3,127,80238637,2018-03-01,"As her own wedding looms on the horizon, a marriage counselor strives to save her future in-laws' crumbling relationship.",0,other
Shuddhi,TV,2017,TV-14,SuperHD,"Lauren Spartano, Niveditha, Amrutha Karagada, Shashank Purushotham",Adarsh Eshwarappa,,8.0,115,80188777,2018-03-01,An American woman on a revenge mission travels to India and befriends two journalists seeking justice for violent crimes against women.,0,other
Shutter,TV,2004,TV-MA,SuperHD,"Ananda Everingham, Waranchaya Jindarakwong, Achita Sikamana, Unnop Chanpaibool","Banjong Pisanthanakun, Parkpoom Wongpoom",,7.1,96,70062814,2018-09-01,"After killing a young girl in a hit-and-run accident, a couple is haunted by more than just the memory of their deadly choice.",0,thai
Si Doel the Movie,TV,2018,TV-G,SuperHD,"Rano Karno, Mandra Naih, Cornelia Agatha, Maudy Koesnaedi",Rano Karno,,,85,81260649,2020-05-07,"Fourteen years after the woman he loved left him, a married man ventures to Amsterdam to find her but must decide where his heart lies.",0,other
Si Doel the Movie 2,TV,2019,TV-G,SuperHD,"Maudy Koesnaedi, Rano Karno, Cornelia Agatha, Mandra Naih",Rano Karno,,,95,81260648,2020-05-07,"As Sarah and her child look to settle in Jakarta, Zaenab searches for answers and gets caught between defending her marriage to Doel or letting it go.",0,other
Si saben cómo me pongo ¿pa' qué me invitan?,TV,2018,TV-MA,SuperHD,"Ricardo Quevedo, Iván Marín, Freddy Beltrán, Nelson Polanía",Fernando Ayllón,,4.8,89,80992499,2018-04-27,"When four unhappy couples attend a spiritual retreat at a resort to try and solve their relationship troubles, shenanigans ensue.",0,turkish
"Sí, Mi Amor",TV,2020,TV-MA,SuperHD,"Yiddá Eslava, Julián Zucchi, Andrés Salas, Magdyel Ugaz",Pedro Flores Maldonado,,,107,81266234,2020-05-06,A blindsided boyfriend must prove his fidelity when his girlfriend spontaneously dumps him after suspecting him of cheating.,0,spanish
Sick Note,TV,2017,TV-MA,SuperHD,"Rupert Grint, Nick Frost, Don Johnson, Lindsay Lohan",,,6.8,,80998905,2018-11-23,"After slacker Daniel Glass is misdiagnosed with cancer, his lies lead him into an absurd web of fraud, blackmail, suspicion and misadventure.",0,english
Sid the Science Kid,TV,2008,TV-Y,HD,"Drew Massey, Julianne Buescher, Victor Yerrid, Alice Dinnean",,,5.4,,80015262,2020-03-31,"Armed with a healthy sense of humor and the help of his teacher, friends and family, curious kid Sid tackles questions youngsters have about science.",0,english
Sigaram Thodu,TV,2014,TV-14,SuperHD,"Vikram Prabhu, Sathyaraj, Monal Gajjar, Sathish",Gaurav Narayanan,,6.2,140,80189997,2018-11-01,A policeman's son overcomes his reluctance to join the force following a brutal attack on his father and ends up in the middle of a robbery case.,0,other
Signal,TV,2016,TV-14,SuperHD,"Kim Hye-soo, Lee Je-hoon, Cho Jin-woong, Jang Hyun-sung",,,8.8,,80987077,2019-10-01,"Communicating via a walkie-talkie that transcends time, a profiler from 2015 and a detective from 1989 join forces to tackle crimes and injustice.",0,korean
Signs ,TV,2018,TV-MA,,"Andrzej Konopka, Helena Sujecka, Piotr Trojan, Michal Czernecki",,"Thrillers, Drama",,,81189092,2020-07-22,"When a young woman's murder shows similarities to a decade-old cold case, a new police commander must break the silence permeating an Owl Mountain town.",0,other
Silent,TV,2014,TV-Y,SuperHD,,"Limbert Fabian, Brandon Oldenburg",,6.4,2,70304298,2014-03-04,"""Silent"" is an animated short film created by Academy Award® winning Moonbot Studios. It celebrates how storytellers, inventors, and technology work together to create cinema magic.",0,english
Sillu Karuppatti,TV,2019,TV-14,SuperHD,"Nivedhithaa Sathish, Leela Samson, Samuthirakani, Sunaina",Halitha Shameem,,8.3,133,81218363,2020-01-26,"From first crushes to post-marriage relationships, love and connection are at the heart of the four interwoven stories in this anthology film.",0,other
Silvana Sin Lana,TV,2016,TV-14,SuperHD,"Maritza Rodríguez, Carlos Ponce, Marimar Vega, Adriana Barraza",,,7.6,,80158168,2018-11-16,"When her fugitive husband leaves her homeless and penniless, a once-wealthy woman has no other choice but to join the working class.",0,spanish
Silver Spoon,TV,2014,TV-MA,SuperHD,"Pavel Priluchnyy, Karina Razumovskaya, Dmitry Shevchenko, Denis Shvedov",,,7.8,,80119379,2017-02-03,"Forced to become an apprentice cop, cocky playboy Igor finds he's got a knack for police work. But his job soon takes him down a dark personal path.",0,other
Simon,TV,2016,TV-Y,SuperHD,"Loti Bailey, Hayden Connett, Keith Faulkner, Rudy Greatorex",,,,,80227186,2018-05-01,"With his vivid imagination, Simon the rabbit searches for fun while learning about the importance of responsibility and communication.",0,english
Simon Amstell: Set Free,TV,2019,TV-MA,UltraHD,Simon Amstell,Julia Knowles,,6.3,51,81045860,2019-08-20,"Honest, introspective comic Simon Amstell digs deep and delivers a uniquely vulnerable stand-up set on love, ego, intimacy and ayahuasca.",1,english
Simplemente Manu NNa,TV,2017,TV-MA,UltraHD,Manu NNa,"Jan Suter, Raúl Campos",,5.1,71,80124727,2017-05-05,Eclectic stand-up comic Manu NNa relays everyday tales about the struggles of being gay in Mexico and shares his love of telenovelas and mezcal.,1,spanish
Sinatra: All or Nothing at All ,TV,2015,TV-14,,"Sammy Davis Jr., Pete Hamill, Phil Kuntz, John Lahr",,"Documentary, Biography, Music",,240 min,80048477,2020-07-23,"Legendary crooner Frank Sinatra's life and talent are captured in this documentary series featuring fond memories from friends, family and colleagues.",0,english
"Sincerely Yours, Dhaka",TV,2018,TV-MA,SuperHD,"Mostafizur Noor Imran, Orchita Sporshia, Allen Shubhro, Shamol Mawla","Nuhash Humayun, Syed Ahmed Shawki",,6.9,136,81048551,2019-12-16,Eleven emerging Bangladeshi filmmakers present a collection of gritty shorts centered on the capital city and the people living in its margins.,0,other
Sing On! ,TV,2020–,TV-PG,,Tituss Burgess,N/A,"Game-Show, Music",,N/A,81024999,2020-09-16,"In this fun, fast-paced music contest hosted by Tituss Burgess, players sing their hearts out and try to hit the right notes to win up to $60,000.",0,english
Sing On! Germany ,TV,2020–,TV-PG,,Palina Rojinski,N/A,"Game-Show, Music, Reality-TV",,N/A,81136574,2020-08-07,"In this karaoke competition hosted by Palina Rojinski, contestants must hit the right note for a chance to win up to 30,000 euros.",0,german
Sing On! Spain ,TV,2020,TV-G,,Ricky Merino,,"Game-Show, Music",,,81136570,2020-07-24,"In this fast-paced, high-energy karaoke competition, singers from all walks of life battle it out for up to 30,000 euros!",0,spanish
Singapore,TV,1960,TV-PG,SuperHD,"Shammi Kapoor, Padmini, Maria Menado, Shashikala",Shakti Samanta,,6.1,158,80158547,2017-10-15,"When his employee disappears in Singapore, Shyam travels from India to investigate the absence and becomes entangled in a deadly plot.",0,hindi
Singapore Social,TV,2019,TV-MA,UltraHD,"Nicole Ong, Mae Tan, Sukki Singapora, Vinny Sharp",,,6.2,,80245262,2019-11-22,"Peer into the lives of young Singaporeans as they defy expectations and traverse the tricky terrain of career, romance and family.",1,english
Single Ladies Senior,TV,2018,TV-MA,SuperHD,"Summer Meng, Christina Mok, Alina Cheng, Bonnie Wang",,,,,81032874,2018-12-21,Four best friends and spirited career women navigate the treacherous world of romance -- even as it stands in the way of work and friendship.,0,mandarin
Single Wives ,TV,2018,TV-MA,,,,Drama,,80 min,81289166,2020-07-01,"Looking for a second chance at love, four formerly married women are put in various romantic situations then receive feedback from a dating coach.",0,english
Singles Villa,TV,2015,TV-14,SuperHD,"Joe Cheng, Lulu Xu, Jiro Wang, Viann Zhang",,,7.5,,80163369,2017-06-10,"In a luxurious condominium complex with draconian rules forbidding all romance, two residents fall in love and dare to start a secret relationship.",0,other
Sinister Circle,TV,2017,TV-MA,SuperHD,"Milene Vázquez, Matías Raygada, Claudia Dammert, Marcello Rivera",Dorian Fernández-Moris,,,86,81043753,2019-10-01,A psychologist and her mute son confront evil forces at the site of a terrible tragedy involving an ancestral Ouija board and a demonic secret society.,0,spanish
Sintonia,TV,2019,TV-MA,UltraHD,"Christian Malheiros, Jottapê, Bruna Mascarenhas",,,6.6,,80217315,2019-08-09,"Three teens living in the same São Paulo favela pursue their dreams while maintaining their friendship, amid a world of music, drugs and religion.",1,portuguese
Sirius the Jaeger,TV,2018,TV-MA,SuperHD,"Yuto Uemura, Takahiro Sakurai, Kenyu Horiuchi, Nanako Mori",,,6.8,,80997339,2018-12-21,"In imperial Tokyo, a group calling themselves ""Jaegers"" secretly hunt the vampires seeking the Ark of Sirius. Among them is young werewolf, Yuliy.",0,japanese
Sister Cities,TV,2016,TV-MA,SuperHD,"Jacki Weaver, Troian Bellisario, Stana Katic, Michelle Trachtenberg",Sean Hanish,,6.8,87,80127459,2016-12-16,"After years of estrangement, four sisters gather in the wake of their mother's death, which may or may not have been a suicide.",0,english
"Sister, Sister ",TV,1994–1999,TV-G,,"Tia Mowry-Hardrict, Tamera Mowry-Housley, Jackée Harry, Tim Reid",N/A,"Comedy, Drama, Family",,30 min,70157256,2020-09-01,"Separated at birth, twin sisters Tia Landry and Tamera Campbell reunite after 14 years and soon move in together, blending families and personalities.",0,english
Sisterakas,TV,2012,TV-14,SuperHD,"Ai-Ai de las Alas, Vice Ganda, Kris Aquino, Xyriel Manabat",Wenn V. Deramas,,5.4,105,81010867,2019-03-07,"Two half siblings separated by family conflict cross paths as adults at a fashion agency -- but one of them has a vendetta, unbeknownst to the other.",0,other
Sisters,TV,2018,TV-MA,SuperHD,"Lucy Durack, Antonia Prebble, Maria Angelico, Dan Spielman",,,7.6,,80994108,2018-09-01,Her dad's deathbed confession leads Julia to discover she has more than 100 brothers and two sisters: troubled TV star Roxy and uptight lawyer Edie.,0,english
Sitara: Let Girls Dream,TV,2020,TV-PG,SuperHD,,Sharmeen Obaid-Chinoy,,7.3,15,81160765,2020-03-08,"In this silent short set in 1970s Pakistan, 14-year-old Pari longs to be a pilot, unaware that her father plans to marry her off to a much older man.",0,english
